Symbol,Name,Country
ANY,Sphere 3D Corp. Common Shares,Canada
ANZU,Anzu Special Acquisition Corp I Class A Common Stock,United States
ANZUU,Anzu Special Acquisition Corp I Units,United States
ANZUW,Anzu Special Acquisition Corp I Warrant,United States
AOD,Aberdeen Total Dynamic Dividend Fund Common Stock,United States
AOMR,Angel Oak Mortgage Inc. Common Stock,
AON,Aon plc Class A Ordinary Shares (Ireland),United States
AOS,A.O. Smith Corporation Common Stock,United States
AOSL,Alpha and Omega Semiconductor Limited Common Shares,Bermuda
AOUT,American Outdoor Brands Inc. Common Stock ,United States
AP,Ampco-Pittsburgh Corporation Common Stock,United States
APA,APA Corporation Common Stock,United States
APAC,StoneBridge Acquisition Corporation Class A Ordinary Shares,United States
APACU,StoneBridge Acquisition Corporation Unit,United States
APACW,StoneBridge Acquisition Corporation Warrant,United States
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,United States
APD,Air Products and Chemicals Inc. Common Stock,United States
APDN,Applied DNA Sciences Inc. Common Stock,United States
APEI,American Public Education Inc. Common Stock,United States
APEN,Apollo Endosurgery Inc. Common Stock,United States
APG,APi Group Corporation Common Stock,
APGB,Apollo Strategic Growth Capital II Class A Ordinary Shares,
APH,Amphenol Corporation Common Stock,United States
API,Agora Inc. American Depositary Shares,China
APLE,Apple Hospitality REIT Inc. Common Shares,United States
APLS,Apellis Pharmaceuticals Inc. Common Stock,United States
APLT,Applied Therapeutics Inc. Common Stock,United States
APM,Aptorum Group Limited Class A Ordinary Shares,Hong Kong
APMI,AxonPrime Infrastructure Acquisition Corporation Class A Common Stock,United States
APMIU,AxonPrime Infrastructure Acquisition Corporation Unit,United States
APMIW,AxonPrime Infrastructure Acquisition Corporation Warrants,United States
APO,Apollo Global Management Inc. Class A Common Stock,United States
APO^A,Apollo Global Management Inc. 6.375% Series A Preferred Shares,United States
APO^B,Apollo Global Management Inc 6.375% Series B Preferred Shares,United States
APOG,Apogee Enterprises Inc. Common Stock,United States
APOP,Cellect Biotechnology Ltd. American Depositary Shares,Israel
APP,Applovin Corporation Class A Common Stock,United States
APPF,AppFolio Inc. Class A Common Stock,United States
APPH,AppHarvest Inc. Common Stock,United States
APPHW,AppHarvest Inc. Warrants,United States
APPN,Appian Corporation Class A Common Stock,United States
APPS,Digital Turbine Inc. Common Stock,United States
APR,Apria Inc. Common Stock,United States
APRE,Aprea Therapeutics Inc. Common stock,United States
APRN,Blue Apron Holdings Inc. Class A Common Stock,United States
APSG,Apollo Strategic Growth Capital Class A Ordinary Shares,United States
APT,Alpha Pro Tech Ltd. Common Stock,Canada
APTM,Alpha Partners Technology Merger Corp. Class A Ordinary Shares,United States
APTO,Aptose Biosciences Inc. Common Shares,Canada
APTS,Preferred Apartment Communities Inc. Common Stock,United States
APTV,Aptiv PLC Ordinary Shares,United Kingdom
APTV^A,Aptiv PLC 5.50% Series A Mandatory Convertible Preferred Shares,United Kingdom
APTX,Aptinyx Inc. Common Stock,United States
APVO,Aptevo Therapeutics Inc. Common Stock,United States
APWC,Asia Pacific Wire & Cable Corporation Ltd. Ordinary Shares (Bermuda),Taiwan
APYX,Apyx Medical Corporation Common Stock,United States
AQB,AquaBounty Technologies Inc. Common Stock,United States
AQMS,Aqua Metals Inc. Common Stock,United States
AQN,Algonquin Power & Utilities Corp. Common Shares,
AQNA,Algonquin Power & Utilities Corp. 6.875% Fixed-to-Floating Rate Subordinated Notes Series 2018-A due October 17 2078,
AQNB,Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1 2079,
AQNU,Algonquin Power & Utilities Corp. Corporate Units,
AQST,Aquestive Therapeutics Inc. Common Stock,United States
AQUA,Evoqua Water Technologies Corp. Common Stock,United States
AR,Antero Resources Corporation Common Stock,
ARAV,Aravive Inc. Common Stock,United States
ARAY,Accuray Incorporated Common Stock,United States
ARBE,Arbe Robotics Ltd. Ordinary Shares,Israel
ARBEW,Arbe Robotics Ltd. Warrant,Israel
ARBG,Aequi Acquisition Corp. Class A Common Stock,United States
ARBGU,Aequi Acquisition Corp. Unit,United States
ARBGW,Aequi Acquisition Corp. warrants,United States
ARBK,Argo Blockchain plc American Depositary Shares,United Kingdom
ARC,ARC Document Solutions Inc. Common Stock,United States
ARCB,ArcBest Corporation Common Stock,United States
ARCC,Ares Capital Corporation Common Stock,United States
ARCE,Arco Platform Limited Class A Common Shares,Brazil
ARCH,Arch Resources Inc. Class A Common Stock,United States
ARCO,Arcos Dorados Holdings Inc. Class A Shares,Argentina
ARCT,Arcturus Therapeutics Holdings Inc. Common Stock,Israel
ARDC,Ares Dynamic Credit Allocation Fund Inc. Common Shares,United States
ARDS,Aridis Pharmaceuticals Inc. Common Stock,United States
ARDX,Ardelyx Inc. Common Stock,United States
ARE,Alexandria Real Estate Equities Inc. Common Stock,United States
AREC,American Resources Corporation Class A Common Stock,United States
ARES,Ares Management Corporation Class A Common Stock,
ARGD,Argo Group International Holdings Ltd. 6.5% Senior Notes Due 2042,Bermuda
ARGO,Argo Group International Holdings Ltd.,Bermuda
ARGO^A,Argo Group International Holdings Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 7.00% Resettable Fixed Rate Preference Share Series A,Bermuda
ARGUU,Argus Capital Corp. Unit,United States
ARGX,argenx SE American Depositary Shares,Netherlands
ARI,Apollo Commercial Real Estate Finance Inc,United States
ARKO,ARKO Corp. Common Stock,United States
ARKOW,ARKO Corp. Warrant,United States
ARKR,Ark Restaurants Corp. Common Stock,United States
ARL,American Realty Investors Inc. Common Stock,United States
ARLO,Arlo Technologies Inc. Common Stock,United States
ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,United States
ARMK,Aramark Common Stock,
ARMP,Armata Pharmaceuticals Inc. Common Stock,United States
ARNA,Arena Pharmaceuticals Inc. Common Stock,United States
ARNC,Arconic Corporation Common Stock ,
AROC,Archrock Inc. Common Stock,United States
AROW,Arrow Financial Corporation Common Stock,United States
ARQQ,Arqit Quantum Inc. Ordinary Shares,United Kingdom
ARQQW,Arqit Quantum Inc. Warrants,United Kingdom
ARQT,Arcutis Biotherapeutics Inc. Common Stock,United States
ARR,ARMOUR Residential REIT Inc.,United States
ARR^C,ARMOUR Residential REIT Inc. 7% Series C Cumulative Redeemable Preferred Stock (liquidation preference $25.00 per share),United States
ARRW,Arrowroot Acquisition Corp. Class A common stock,United States
ARRWU,Arrowroot Acquisition Corp. Unit,United States
ARRWW,Arrowroot Acquisition Corp. Warrant,United States
ARRY,Array Technologies Inc. Common Stock,United States
ARTA,Artisan Acquisition Corp. Class A Ordinary Shares ,Cayman Islands
ARTAU,Artisan Acquisition Corp. Units,Cayman Islands
ARTAW,Artisan Acquisition Corp. Warrants,Cayman Islands
ARTEU,Artemis Strategic Investment Corporation Unit,United States
ARTL,Artelo Biosciences Inc. Common Stock,United States
ARTLW,Artelo Biosciences Inc. Warrant,United States
ARTNA,Artesian Resources Corporation Class A Common Stock,United States
ARTW,Art's-Way Manufacturing Co. Inc. Common Stock,United States
ARVL,Arrival Ordinary Shares,Luxembourg
ARVN,Arvinas Inc. Common Stock,United States
ARW,Arrow Electronics Inc. Common Stock,United States
ARWR,Arrowhead Pharmaceuticals Inc. Common Stock,United States
ARYD,ARYA Sciences Acquisition Corp IV Class A Odinary Shares,United States
ARYE,ARYA Sciences Acquisition Corp V Class A Ordinary Shares,United States
ASA,ASA  Gold and Precious Metals Limited,United States
ASAI,Sendas Distribuidora S A ADS,
ASAN,Asana Inc. Class A Common Stock,
ASAQ,Atlantic Street Acquisition Corp Class A Common Stock,United States
ASAX,Astrea Acquisition Corp. Class A Common Stock,United States
ASAXW,Astrea Acquisition Corp. Warrant,United States
ASB,Associated Banc-Corp Common Stock,United States
ASB^E,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of 5.875% Non-Cumulative Perpetual Preferred Stock Series E,United States
ASB^F,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of Associated Banc-Corp 5.625% Non-Cumulative Perpetual Preferred Stock Series F,United States
ASC,Ardmore Shipping Corporation Common Stock,
ASG,Liberty All-Star Growth Fund Inc.,United States
ASGI,Aberdeen Standard Global Infrastructure Income Fund Common Shares of Beneficial Interest,
ASGN,ASGN Incorporated Common Stock,United States
ASH,Ashland Global Holdings Inc. Common Stock,United States
ASIX,AdvanSix Inc. Common Stock ,United States
ASLE,AerSale Corporation Common Stock,United States
ASLEW,AerSale Corporation Warrants,United States
ASLN,ASLAN Pharmaceuticals Limited American Depositary Shares,Singapore
ASM,Avino Silver & Gold Mines Ltd. Common Shares (Canada),Canada
ASMB,Assembly Biosciences Inc. Common Stock,United States
ASML,ASML Holding N.V. New York Registry Shares,Netherlands
ASND,Ascendis Pharma A/S American Depositary Shares,Denmark
ASO,Academy Sports and Outdoors Inc. Common Stock,United States
ASPA,ABRI SPAC I INC. Common Stock,United States
ASPC,Alpha Capital Acquisition Company One Class A Ordinary Share,United States
ASPCU,Alpha Capital Acquisition Company Unit,United States
ASPCW,Alpha Capital Acquisition Company Warrant,United States
ASPN,Aspen Aerogels Inc. Common Stock,United States
ASPS,Altisource Portfolio Solutions S.A. Common Stock,Luxembourg
ASPU,Aspen Group Inc. Common Stock,United States
ASR,Grupo Aeroportuario del Sureste S.A. de C.V. Common Stock,Mexico
ASRT,Assertio Holdings Inc. Common Stock,United States
ASRV,AmeriServ Financial Inc. Common Stock,United States
ASTC,Astrotech Corporation (DE) Common Stock,United States
ASTE,Astec Industries Inc. Common Stock,United States
ASTR,Astra Space Inc. Class A Common Stock ,United States
ASTRW,Astra Space Inc. Warrant,United States
ASTS,AST SpaceMobile Inc. Class A Common Stock,United States
ASTSW,AST SpaceMobile Inc. Warrant,United States
ASUR,Asure Software Inc Common Stock,United States
ASX,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two Common Shares) ,
ASXC,Asensus Surgical Inc. Common Stock,United States
ASYS,Amtech Systems Inc. Common Stock,United States
ASZ,Austerlitz Acquisition Corporation II Class A Ordinary Shares,
ATA,Americas Technology Acquisition Corp. Ordinary Shares,
ATAI,ATAI Life Sciences N.V. Common Shares,Germany
ATAQ,Altimar Acquisition Corp. III Class A Ordinary Shares,
ATAX,America First Multifamily Investors L.P. Beneficial Unit Certificates (BUCs) representing Limited Partnership Interests,United States
ATC,Atotech Limited Common Shares,
ATCO,Atlas Corp. Common Shares,United Kingdom
ATCO^D,Atlas Corp. 7.95% Series D,United Kingdom
ATCO^H,Atlas Corp. 7.875% Series H,United Kingdom
ATCO^I,Atlas Corp. Series I Fixed-to-Floating ,United Kingdom
ATCOL,Atlas Corp. 7.125% Notes due 2027,United Kingdom
ATCX,Atlas Technical Consultants Inc. Class A Common Stock,United States
ATEC,Alphatec Holdings Inc. Common Stock,United States
ATEN,A10 Networks Inc. Common Stock,
ATER,Aterian Inc. Common Stock,United States
ATEX,Anterix Inc. Common Stock,United States
ATGE,Adtalem Global Education Inc. Common Stock,United States
ATH,Athene Holding Ltd. Class A Common Shares,Bermuda
ATH^A,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 6.35% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Share Series A,Bermuda
ATH^B,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 5.625% Fixed Rate Perpetual Non- Cumulative Preference Share Series B par value $1.00 per share,Bermuda
ATH^C,Athene Holding Ltd. Depositary Shares each representing a 1/1000th Interest in a Share of 6.375% Fixed-Rate Reset Perpetual Non-Cumulative Preference Shares Series C,Bermuda
ATH^D,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 4.875% Fixed-Rate Perpetual Non-Cumulative Preference Share Series D,Bermuda
ATHA,Athira Pharma Inc. Common Stock,United States
ATHE,Alterity Therapeutics Limited American Depositary Shares,Australia
ATHM,Autohome Inc. American Depositary Shares each representing four class A ordinary shares.,
ATHN,Athena Technology Acquisition Corp. Class A Common Stock,
ATHX,Athersys Inc. Common Stock,United States
ATI,Allegheny Technologies Incorporated Common Stock,United States
ATIF,ATIF Holdings Limited Ordinary Shares,China
ATIP,ATI Physical Therapy Inc. Class A Common Stock,
ATKR,Atkore Inc. Common Stock,United States
ATLC,Atlanticus Holdings Corporation Common Stock,United States
ATLCP,Atlanticus Holdings Corporation 7.625% Series B Cumulative Perpetual Preferred Stock no par value per share,United States
ATLO,Ames National Corporation Common Stock,United States
ATMR,Altimar Acquisition Corp. II Class A Ordinary Shares,
ATNF,180 Life Sciences Corp. Common Stock,United States
ATNFW,180 Life Sciences Corp. Warrant,United States
ATNI,ATN International Inc. Common Stock,United States
ATNM,Actinium Pharmaceuticals Inc. (Delaware) Common Stock,United States
ATNX,Athenex Inc. Common Stock,United States
ATO,Atmos Energy Corporation Common Stock,United States
ATOM,Atomera Incorporated Common Stock,United States
ATOS,Atossa Therapeutics Inc. Common Stock,United States
ATR,AptarGroup Inc. Common Stock,United States
ATRA,Atara Biotherapeutics Inc. Common Stock,United States
ATRC,AtriCure Inc. Common Stock,United States
ATRI,Atrion Corporation Common Stock,United States
ATRO,Astronics Corporation Common Stock,United States
ATRS,Antares Pharma Inc. Common Stock,United States
ATSG,Air Transport Services Group Inc,United States
ATSPT,Archimedes Tech SPAC Partners Co. Subunit,United States
ATSPU,Archimedes Tech SPAC Partners Co. Unit,United States
ATSPW,Archimedes Tech SPAC Partners Co. Warrant,United States
ATTO,Atento S.A. Ordinary Shares,
ATUS,Altice USA Inc. Class A Common Stock,United States
ATVC,Tribe Capital Growth Corp I Class A common stock,United States
ATVCU,Tribe Capital Growth Corp I Units,United States
ATVCW,Tribe Capital Growth Corp I Warrant,United States
ATVI,Activision Blizzard Inc. Common Stock,United States
ATXI,Avenue Therapeutics Inc. Common Stock,United States
ATXS,Astria Therapeutics Inc. Common Stock,United States
ATY,AcuityAds Holdings Inc. Common Shares,Canada
AU,AngloGold Ashanti Limited Common Stock,South Africa
AUB,Atlantic Union Bankshares Corporation Common Stock,United States
AUBAP,Atlantic Union Bankshares Corporation Depositary Shares each representing a 1/400th ownership interest in a share of 6.875% Perpetual Non-Cumulative Preferred Stock Series A,United States
